IntentID,IntentName,Query,Response,Action,InputContent,OutputContent,Lifespan
1258,1258,"Farmer want to know information about how to control stem  borer in paddy crop?
",Recommended for to control stem borer in paddy crop broadcast cartap hydrochloride 4%GR @ 8- 10 kg per acre.,,,,
1259,1259,	Farmer needs information regarding control measures of caterpillar in mustard crop?,Spray recommended dose of Troijofos 40 EC 1000 Ml/hac.,,,,
1260,1260,farmer want about MPDAGE subsidy portal ?,". State Microeconomy Planning -

a. Sprinkler Set (unit cost 19600 / ha): - 80 percent of unit cost for the small / marginal / other farmers of the whole class or maximum Rs. 12000 / - grant is payable.

B. Drip system (unit cost 80000 / ha): - 80 percent of the unit cost for small / marginal / other farmers of all categories or maximum Rs. 40000 / - subsidy is payable.

S Mobile Rengan (unit cost 31600 / ha): - 80 percent of the unit cost for small / marginal / other farmers of all categories or maximum Rs. 15000 / - grant is payable.",,,,
1261,1261,How to control Termite in musturd  crop?,Recommended for Upon the outbreak of the standing crop termites cloropayriphos 20 EC 500 ml with irrigation water per acre to the drug. Ardhsincit land above the amount of drug dissolved in 3 liters of water mixed with 50 kg of sand spread on the farm Lgaven water.,,,,
1262,1262,Farmer wants to know information about sowing time in wheat  crop?,The sowing of dear Kisan Bhai wheat crop from 1st November to 20th November.,,,,
1263,1263,"Farmer wants to know information about how to control flower drop in tomato ?
",Recommended  for spray to planofix 5 mili/pump.,,,,
1264,1264,"
farmer want to know information about Bhavantar Yojna ?
","For information on Kisan Bhai Bhavantar Yojana, number 18002332501,0755-2550495 Please contact.",,,,
1265,1265,farmer want to information about gram variety ?,"J.G. 14, JAKI 9 218, JG 63 Dear Kisan Brother You can put this variety on your farm",,,,
1266,1266,farmer want to know about how to control sucking pest in tomato crop ?,recomonded imidachloroprid 17.8 sl 5-7 ml per pump .,,,,
1267,1267,farmer want to know the imporved variety of irrigated wheat ?,"dear farmer impored variety of irrigated variety of wheat H.I. 1544,G.W. 273,G.W. 322,J.W. 1201,J.W. 1106,J.W. 1215,H.I. 8498",,,,
1268,1268,farmer want to know information about how to control fruit & shoot borer in brinjal crop?,Recommended for to control fruit & shoot borer in brinjal crop spray novaluron@10ml per pump,,,,
1269,1269,Farmer wants to know about sowing time of mustard crop ? ,recommended for 10 th october to 30 october is the best sowing time for mustard crop.,,,,
1270,1270,"Farmer wants to know information about weather in datia district ?
",No chance for rainfall next 5 days for your district,,,,
1271,1271,verities of wheat ?,"H.I. 1544,
G.W. 273,
G.W. 322,
J.W. 1201,
J.W. 1106,
J.W. 1215,
H.I. 8498",,,,
1272,1272,farmer wants to information how to control sucking pest in chilli crop?,?	Spray diAmethoate 30 EC 500 ml/ha ór 30 ml per pump,,,,
1273,1273,farmer wants the varieties of wheat according to climate ?,"kisan bhai most prominent varieties according to your datia block H.I. 1544, G.W. 273, G.W. 322, J.W. 1201, J.W. 1106, J.W. 1215,
H.I. 8498",,,,
1274,1274,"Farmer needs information regarding mandi rate of paddy in Datiya dist. of state madhya pradesh?
","dear farmer , Mandi Price of your district, Max-2300, Min-2340, Avg-2320",,,,
1275,1275,"farmer want to know information about Varieties of pea ?
","recommended for Ooty 1, Bonneville, Arkel and Azad are the popular varieties under cultivation.",,,,
1276,1276,farmer want to know information in crop wheat variety ?,"H.I. 1544,
G.W. 273,
G.W. 322,
J.W. 1201,
J.W. 1106,
J.W. 1215,
H.I. 8498",,,,
1277,1277,"Farmer needs information regarding weather for datia dist. of state madhya pradesh ?
",According to meteorology department of India there is No chance for rainfall in next 2 days in your area but weather will be cloudy.,,,,
1278,1278,"Farmer wants to know about varieties of Bengal gram crop?
","J.G.14, Jaki 9218, J.G.63, J.G. 412, J.G. 130, J.G.16, J.G. 11, J.G. 322, J.G.218, J.G. 74, and J.G. 315 are Bengal gram crop verities.",,,,
1279,1279,Farmer wants to know information about How to control of fungal attack in fenugreek crop?,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water.,,,,
1280,1280,"Farmer wants to know about verities of pea crop?
","Dear farmer , you are the farmer of your maternal farm in JM-6, Prakash, KPMR. 400, IPFD-99-13, IPFD.1-10, IPFD-99-25",,,,
1281,1281,Farmer  wants  to know information about how to control stem  borer in paddy crop?,Recommended  for to control stem  borer in paddy crop spray cartap hydrochloride 50% sp @300-400gm/acer,,,,
1282,1282,Farmer wants to know information about schemes of animal husbandry ?,Recommended  for to know information about animal husbandry contact to your animal hospital/veterinary department,,,,
1283,1283,Farmer want to know information about control of fungal attack ?,Coper oxychloride (35-40gm/pump)300-350gm/acre,,,,
1284,1284,farmer want to know information about Varieties of  onion?,"recommended for Varieties of  onion Pusa Red, Pusa White Flat, Pusa White Round, Pusa Ratnar, S-131, Early Grano, Punjab Selection, Punjab Red Round, Punjab-48, Punjab Red Round, CO-1(Multiplier), CO-2, CO-3, CO-4, MDU-1, Hissar 2, Kalyanpur Red Round, Udaipur 101, Brown Spanish (Long day) and VL-1 (Long day).",,,,
1285,1285,farmer want to know information about how to control sucking pest in brinjal crop?,imedachlorprid 5-7 ml at 15 liter of water.,,,,
1286,1286,Farmer need information regarding varieties of wheat crop?,"At the time of irrigation sowing - Lok-I, MP 1142, 1077 (Mangala), DL 803-3 (Kanchan), GW 190, GW 273, GW 322, MP 1142, GW 366, HIV 8381 (Malvashree), HY 8498 (Malavashakti ) Is the type of wheat.",,,,
1287,1287,farmer want to know information about sowing time of bengal gram ?,"Sowing Time -



In uneven stage, sowing should be done by the second week of October.



The cultivation of gram is done even after harvesting of paddy, in such a situation, the sowing should be made till the middle of December.



The yield decreases after more delay in sowing. And there is a possibility of more outbreaks of gram flour in the crop. Therefore, the first week of October is best for sowing.",,,,
1288,1288,Farmer needs information regarding control measures of stem borer in paddy/rice?,Recommended for to control stem borer in paddy apply phorate 10g @ 6-8 kg/hac.,,,,
1289,1289,Farmer want to know fertiliser  dose of  gram  ?,"Fertilizers should be used on soil testing basis only.

Nitrogen stabilization bacteria are found in the glands found in the roots of gram plants, which absorb the nitrogen from the atmosphere and use this nitrogen to make the plants grow.

To achieve good yield, use 20-25 kg of nitrogen 50-60 kg phosphorus 20 kg potash and 20 kg per hectare per hectare.

Scientific research has shown that in the unstructured condition, 2 percent urea or DAP Spray on the crop increases the yield of gram.",,,,
1290,1290,Farmer want to know fertiliser dose  of gram ?,"Fertilizers should be used on soil testing basis only.

Nitrogen stabilization bacteria are found in the glands found in the roots of gram plants, which absorb the nitrogen from the atmosphere and use this nitrogen to make the plants grow.

To achieve good yield, use 20-25 kg of nitrogen 50-60 kg phosphorus 20 kg potash and 20 kg per hectare per hectare.

Scientific research has shown that in the unstructured condition, 2 percent urea or DAP Spray on the crop increases the yield of gram.",,,,
1291,1291,Farmer needs information regarding market/ mandi rate of soyabean ?,Farmer Bhai Indore Mandi Bhawan Soyabean: - New Price 2500 / - Maximum Value 3240 / - Model Value 3000 Rs / Quintal,,,,
1292,1292,farmer want to know information about How to control of fungal attack in onion crop?,recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,,,,
1293,1293,Farmer want to know information about varieties of Nonirrigated wheat?,"Recommended for varieties of nonirrigated wheat J. W.S.- 17, Sujata, H. W. 2004, HI 1500[Amar], MP 3020, C-306,HD-4672, HI8627 are the popular varieties under cultivation",,,,
1294,1294,farmer want to about information of wilt disease of gram?,"Sow the gram in the first week of October or in the first week of November

Plow the farm deep in the summer season (April - May)

Apply the bitter immune system like

Desi Chana - J.G. 315, J.G. 322, J.G. 74, J.G. 130, JAKI 9218, J.G. 16, J.G. 11, J.G. 63, J.G. 12, Kabuli - J.J.K. 1, J.G.K. 2, J.J.K. 3",,,,
1295,1295,Farmer need information regarding control measures of flower drop problem in dolichos bean crop?,Spray Planofix 4 to 5 Ml at 15 liter of water.,,,,
1296,1296,Farmer wants to know information about How to control of fungal attack in onion crop?,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water.,,,,
1297,1297,Farmer want to know information about How to control of fungal attack in onion crop?,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water.,,,,
1298,1298,Farmer need information regarding varieties of kusum crop?,"Recommended for kusum  NARI-6, jsf-1, jsi -7",,,,
1299,1299,Farmer needs information regarding control measures of termite in wheat crop?,"use recommended dose of chloropyriphos 20EC 1 liter, mixed in 8-10 kg of sand and broad cast in 1 acre of field.",,,,
1300,1300,Farmer  wants  to know information about ferti. Schule for wheat crop ?,"Recommended dose of fertilizer for wheat crop urea 260 kg, ssp 375kg and mop 67 kg/ha",,,,
1301,1301,crop variety information in wheat ?,"J.W. 17,

J.W. 3269,

J.W. 3288,

H.I. 1500,

H.I. 1531,

HD 4672 (Hardia)",,,,
1302,1302,farmert want to know the field prepartion in aloe vera crop,"Plant transplant: After placing one or two plains of land, make the plant flat by placing the field. After this, plant the plants at high distances in 50:50 cm distance. Use planting small plants, which contain four to five leaves, coming out of the main plants for transplanting plants. If the distance from line to line 50 and plant length of plant is 50, 45,000-50,000 plants will be needed for transplantation. In the critical condition, its transplantation is best in February, however you can apply it anytime.",,,,
1303,1303,farmer want to know that nutrient management of bangal gram?,recommended for sagrika 2.5-3ml/litter water,,,,
1304,1304,Farmer wants to know how to control sucking pest in  Onion crop?,recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
1305,1305,Farmer needs information regarding how to control sucking pest in      onion crop?,recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
1306,1306,Farmer want to know information about variety of[kabuli chana] bengal gram ?,"recommended for jgk 1,jgk 2,jgk 3",,,,
1307,1307,Farmer wants to know information about seed rate of garlic ?,Healthy and large sized tubes (buds) are used for sowing of garlic. Seeds are 5-6 quintals / ha.,,,,
1308,1308,"Farmer needs information regarding weather for dist. of state madhya pradesh?
",No chance for rainfall in next 5 to 6 days in your area.but weather will be cloudy,,,,
1309,1309,farmer want to know information about weather report in dewas ,"Dear farmer,There is no possibility of rainfall in your district.",,,,
1310,1310,farmer want to know information about seed treatment of wheat crop?,"Treat seed with sowing before sowing, carbacin 75% for seed treatment, wp / carbon dioxide 50% wp is sufficient for 2.5-3.0 gm drug / kg seed.",,,,
1311,1311,Farmer needs information regarding WATER MANAGEMENT in pea crop? ,"Field should have adequate amount of moisture at the time of sowing.
Pre- sowing irrigation is a must if soil does not have enough moisture at sowing.
Irrigation just after sowing results in poor germination due to formation of hard crust and impediment in the emergence of plant.
Second and third irrigations are recommended at flowering and at pod filling stages, as per requirements.",,,,
1312,1312,Farmer wants to know information about market information of onion ?,16/10/2018	1.3	Other	150	700	300,,,,
1313,1313,Farmer needs information regarding weather for  BLOCK of state madhya pradesh?,According to meteorology department of India there is no  chance of rainfall  for next 7 days for your  BLOCK and weather will be cloudy,,,,
1314,1314,farmer want about pashu sanjeevni toll free number ?,dear farmer please contact 1962 toll free number .,,,,
1315,1315,Farmer need information regarding control measures of fungal attack in crop?,recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water,,,,
1316,1316,farmer needs information regarding how to control sucking pest in  onion crop?,imidachlorprid 125 ML or ethipol+imidachlorprid 150 ML per hectare,,,,
1317,1317,"Farmer need information regarding control measures of fungal attack in onion crop?
",recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water,,,,
1318,1318,farmer know how to make plant healty on onion crop?,For the good increase of onion you can get n.p.k. Sprinkle 19: 19:19 for 100 grams per pump .,,,,
1319,1319,Farmer needs information regarding control measure of fungal disease in  bengal gram crop?,Recommended for to control of fungal attack in bengal gram crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water.,,,,
1320,1320,farmer want to know information about black spot disease in rose ?,To control black spot disease Spray Carbendazim @ 1 g/liter of water twice at fortnightly intervals .,,,,
1321,1321,"Farmer  wants  to know information about ferti. Schule for wheat crop ? 
Or 
","Recommended dose of fertilizer for wheat crop urea 260 kg, ssp 375kg and mop 67 kg/ha
Recommended dose of fertilizer for wheat crop urea 209 kg, dap 130 kg and mop 67 kg/ha",,,,
1322,1322,Farmer want to know information about  how to increase growth of  dewas crop ?  ,"Dear farmer for the good increasing growth of the crops, , foliar spray of soluble compost IFFCO N. P. K. 19:19:19 @ 100 grams per pump",,,,
1323,1323,Farmer needs information regarding weather for tonk khurd tehsil  of state madhya pradesh?,"Tonk Khurd 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 33.5°C on Sat afternoon, min 21.6°C on Sun night). Wind will be generally light.",,,,
1324,1324,farmer wants to know  to yield  of bottle gaurd ?,"Farmer brother From June-July and January-March crops, yields up to 150-200 quintals and 80-100 quintals.",,,,
1325,1325,farmer wants to information how to control caterpillar in maize crop?,Indoxacarb 14.5 % SC @ 10-12ml /pump,,,,
1326,1326,"	Farmer needs information regarding how to control sucking pest in  wheat crop?
","Recommended for to control sucking pest Spray any one of the following insecticides in the initial stage of infestation •	Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",,,,
1327,1327,Farmer wants to know information about how to control of defoliators attack  in potato ?,Recommended for control of caterpillars in crops spray of Quinalphos 20% EC + Cypermethrin 3% EC 350-500 ml/acre,,,,
1328,1328,farmer want to know information about Bhavantar Yojna ,"For information on Kisan Bhai Bhavantar Yojana, number 18002332501,0755-2550495 Please contact",,,,
1329,1329,Farmer needs information regarding weather for Dewas dist. of state madhya pradesh?,No chance for rainfall in next 5 to 6 days in your area.but weather will be cloudy,,,,
1330,1330,"farmer want to know information about varieties of unirrigated wheat?
","recommended for varieties of nonirrigated wheat J.. W..'s. - 17, Sujata H. w. 2004 HIV 1500 MP 3020, C-306,HD-4672, HIV 8627 are the popular varieties under cultivation",,,,
1331,1331,"Farmer needs information regarding weather for dist dewas of state madhya pradesh?
",According to meteorology department of India there is chance of light rainfall for next 5 days for your district and weather will be cloudy.,,,,
1332,1332,farmer want to know information about How to control of fungal attack in  onion crop?,recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,,,,
1333,1333,"Farmer wants to know about fertilizer dose in garlic crop?
","Recommended for in garlic crop apply urea 175 kg , DAP 109 kg or 416 kg single super phosphate, MOP 83 kg/hac. and 25 kg zinc sulphate per hectare at the time sowing.",,,,
1334,1334,farmer wants to information how to control fungal attack in onion crop?,recommended fro to control of fungal attack spray carbandazim + mancozeb 40gm and streptocyclin 2gram at 15 liter of water.,,,,
1335,1335,farmer wants information about broad leaf  as well as narrow leaf  weed control in wheat crop ?,kisan bhai in your wheat crop you need to spray sulfosulfuron 75 % wg 13.5 gm /pump at 30 -35 days,,,,
1336,1336, farmer want to know information about seed treatment of Bengal Gram gram?,"1. To protect crop from boiling and root rot, treat 2g of thyme by 1 gm of carbendazim, per kg of seeds. Or
2. Treat beta wax with 2 grams / kg.",,,,
